"ICM_CITY_CD","ICM_CITY_DESC","ISM_STATE_CD","ISM_STATE_DESC"
"KOVVUR","KOVVUR","ANDHRA PRADESH","ANDHRA PRADESH"
"PALAKOL","PALAKOL","ANDHRA PRADESH","ANDHRA PRADESH"
"SANDILA","SANDILA","UTTAR PRADESH","UTTAR PRADESH"
"GODAVARIKHANI","GODAVARIKHANI","ANDHRA PRADESH","ANDHRA PRADESH"
"SAMALKOT","SAMALKOT","ANDHRA PRADESH","ANDHRA PRADESH"
"RAJAMPET","RAJAMPET","ANDHRA PRADESH","ANDHRA PRADESH"
"PAPANASAM","PAPANASAM","TAMILNADU","TAMILNADU"
"KAIKALUR","KAIKALUR","ANDHRA PRADESH","ANDHRA PRADESH"
"YANAM","YANAM","PONDICHERRY","PONDICHERRY"
"PEDDAPALLI","PEDDAPALLI","TELANGANA","TELANGANA"
"SONEPUR_BIH","SONEPUR","BIHAR","BIHAR"
"KANDUKUR","KANDUKUR","ANDHRA PRADESH","ANDHRA PRADESH"
"MANAMADURAI","MANAMADURAI","TAMILNADU","TAMILNADU"
"ISLAMPUR_WES","ISLAMPUR","WEST BENGAL","WEST BENGAL"
"MOTI DAMAN","MOTI DAMAN","DADRA HAVELI AND DAMANDIU","DADRA HAVELI AND DAMANDIU"
"ZAMANIA","ZAMANIA","UTTAR PRADESH","UTTAR PRADESH"
"MANDVI","MANDVI","GUJARAT","GUJARAT"
"DHARMAVARAM","DHARMAVARAM","ANDHRA PRADESH","ANDHRA PRADESH"
"TANDUR","TANDUR","TELANGANA","TELANGANA"
"KANKER","KANKER","MADHYA PRADESH","MADHYA PRADESH"
"BOTAD","BOTAD","GUJARAT","GUJARAT"
"CHIRAWA","CHIRAWA","RAJASTHAN","RAJASTHAN"
"AUROVILLE_PON","AUROVILLE","PONDICHERRY","PONDICHERRY"
"CHANDRAGIRI","CHANDRAGIRI","ANDHRA PRADESH","ANDHRA PRADESH"
"INDI","INDI","KARNATAKA","KARNATAKA"
"NURMAHAL","NURMAHAL","PUNJAB","PUNJAB"
"PAITUR BAZAR","PAITUR BAZAR","TRIPURA","TRIPURA"
"YEOLA","YEOLA","MAHARASHTRA","MAHARASHTRA"
"KANDOLI","KANDOLI","GOA","GOA"
"ZUNHEBOTO","ZUNHEBOTO","NAGALAND","NAGALAND"
"KALAHANDI_AND","KALAHANDI","ANDHRA PRADESH","ANDHRA PRADESH"
"CARONA","CARONA","GOA","GOA"
"RAGHUNATHGANJ","RAGHUNATHGANJ","WEST BENGAL","WEST BENGAL"
"GODAVARI DIST","GODAVARI DIST","ANDHRA PRADESH","ANDHRA PRADESH"
"KODERMA","KODERMA","JHARKHAND","JHARKHAND"
"GHATSILA","GHATSILA","JHARKHAND","JHARKHAND"
"ALUVA","ALUVA","KERALA","KERALA"
"KARATGI","KARATGI","KARNATAKA","KARNATAKA"
"SANGAMNER","SANGAMNER","MAHARASHTRA","MAHARASHTRA"
"SATHUPALLI","SATHUPALLI","TELANGANA","TELANGANA"
"MADHYAMGRAM","MADHYAMGRAM","WEST BENGAL","WEST BENGAL"
"THANDLA","THANDLA","MADHYA PRADESH","MADHYA PRADESH"
"CHITRAKOOT","CHITRAKOOT","UTTAR PRADESH","UTTAR PRADESH"
"SARNI","SARNI","MADHYA PRADESH","MADHYA PRADESH"
"EAST DELHI","EAST DELHI","DELHI","DELHI"
"PERINJANAM","PERINJANAM","KERALA","KERALA"
"THIRTHAHALLI","THIRTHAHALLI","KARNATAKA","KARNATAKA"
"KUTIYANA","KUTIYANA","GUJARAT","GUJARAT"
"BARBIGHA","BARBIGHA","BIHAR","BIHAR"
"UNA_GUJ","UNA","GUJARAT","GUJARAT"
"PATTI","PATTI","PUNJAB","PUNJAB"
"BURLA","BURLA","ODISHA","ODISHA"
"BUDHGAON","BUDHGAON","MAHARASHTRA","MAHARASHTRA"
"THEOG","THEOG","HIMACHAL PRADESH","HIMACHAL PRADESH"
"JAYNAGAR MAZILPUR","JAYNAGAR MAZILPUR","WEST BENGAL","WEST BENGAL"
"DHARMABAD","DHARMABAD","MAHARASHTRA","MAHARASHTRA"
"GULABPURA","GULABPURA","RAJASTHAN","RAJASTHAN"
"SAMBA","SAMBA","JAMMU AND KASHMIR","JAMMU AND KASHMIR"
"DHAMNOD","DHAMNOD","MADHYA PRADESH","MADHYA PRADESH"
"KOREGAON","KOREGAON","MAHARASHTRA","MAHARASHTRA"
"CHINNAMANUR","CHINNAMANUR","TAMILNADU","TAMILNADU"
"BARH","BARH","BIHAR","BIHAR"
"NARSIPURAM","NARSIPURAM","ANDHRA PRADESH","ANDHRA PRADESH"
"SUNDARNAGAR","SUNDARNAGAR","HIMACHAL PRADESH","HIMACHAL PRADESH"
"TANAKPUR","TANAKPUR","UTTARAKHAND","UTTARAKHAND"
"SRI MADHOPUR","SRI MADHOPUR","RAJASTHAN","RAJASTHAN"
"KANDHAMAL","KANDHAMAL","ODISHA","ODISHA"
"EAST CHAMPARAN_BIH","EAST CHAMPARAN","BIHAR","BIHAR"
"KEKRI","KEKRI","RAJASTHAN","RAJASTHAN"
"DEGANA","DEGANA","RAJASTHAN","RAJASTHAN"
"MUSAFIRKHANA","MUSAFIRKHANA","UTTAR PRADESH","UTTAR PRADESH"
"KHAIRTHAL","KHAIRTHAL","RAJASTHAN","RAJASTHAN"
"MANAWAR","MANAWAR","MADHYA PRADESH","MADHYA PRADESH"
"HINDAN","HINDAN","UTTAR PRADESH","UTTAR PRADESH"
"LALKUAN","LALKUAN","UTTARAKHAND","UTTARAKHAND"
"NOHAR","NOHAR","RAJASTHAN","RAJASTHAN"
"BATLAGUNDU_TAM","BATLAGUNDU","TAMILNADU","TAMILNADU"
"MOHANIA","MOHANIA","BIHAR","BIHAR"
"SHEOPURKALAN","SHEOPURKALAN","MADHYA PRADESH","MADHYA PRADESH"
"GUDIVADA","GUDIVADA","ANDHRA PRADESH","ANDHRA PRADESH"
"KOKRAJHAR","KOKRAJHAR","ASSAM","ASSAM"
"GAJENDRAGAD","GAJENDRAGAD","KARNATAKA","KARNATAKA"
"CHERTHALA","CHERTHALA","KERALA","KERALA"
"WEST SIKKIM","WEST SIKKIM","SIKKIM","SIKKIM"
"HINGANGHAT","HINGANGHAT","MAHARASHTRA","MAHARASHTRA"
"MOKOKCHUNG","MOKOKCHUNG","NAGALAND","NAGALAND"
"SHEVGAON","SHEVGAON","MAHARASHTRA","MAHARASHTRA"
"NAVAPUR","NAVAPUR","MAHARASHTRA","MAHARASHTRA"
"OOTACAMUND","OOTACAMUND","TAMILNADU","TAMILNADU"
"ADUTHURAI","ADUTHURAI","TAMILNADU","TAMILNADU"
"BAGHAMARI","BAGHAMARI","ODISHA","ODISHA"
"BELPARA","BELPARA","ODISHA","ODISHA"
"BEGUNIA","BEGUNIA","ODISHA","ODISHA"
"MADHUGIRI","MADHUGIRI","KARNATAKA","KARNATAKA"
"JOSHIMATH","JOSHIMATH","UTTARAKHAND","UTTARAKHAND"
"TEORI","TEORI","RAJASTHAN","RAJASTHAN"
"MEERUT","MEERUT","UTTAR PRADESH","UTTAR PRADESH"
"SARAN","SARAN","BIHAR","BIHAR"
"NEYVELI","NEYVELI","TAMILNADU","TAMILNADU"
"NOIDA","NOIDA","UTTAR PRADESH","UTTAR PRADESH"
"ONGOLE","ONGOLE","ANDHRA PRADESH","ANDHRA PRADESH"
"THIKRI","THIKRI","MADHYA PRADESH","MADHYA PRADESH"
"BHOJPUR","BHOJPUR","BIHAR","BIHAR"
"FATEHABAD","FATEHABAD","HARYANA","HARYANA"
"CHICALIM","CHICALIM","GOA","GOA"
"NEW DELHI","NEW DELHI","DELHI","DELHI"
"HARDOI","HARDOI","UTTAR PRADESH","UTTAR PRADESH"
"ANJAR","ANJAR","GUJARAT","GUJARAT"
"SHEOSAGAR","SHEOSAGAR","BIHAR","BIHAR"
"NORTH KANARA","NORTH KANARA","KARNATAKA","KARNATAKA"
"CHAMRAJNAGAR","CHAMRAJNAGAR","KARNATAKA","KARNATAKA"
"SEONI","SEONI","MADHYA PRADESH","MADHYA PRADESH"
"PANCHASAYAR","PANCHASAYAR","WEST BENGAL","WEST BENGAL"
"SUBHASGRAM","SUBHASGRAM","WEST BENGAL","WEST BENGAL"
"UDUMALPET","UDUMALPET","TAMILNADU","TAMILNADU"
"BARUGUR","BARUGUR","TAMILNADU","TAMILNADU"
"BAKROL","BAKROL","GUJARAT","GUJARAT"
"NAMBIYUR","NAMBIYUR","TAMILNADU","TAMILNADU"
"MANESAR","MANESAR","HARYANA","HARYANA"
"RUPNAGAR","RUPNAGAR","PUNJAB","PUNJAB"
"BARWANI","BARWANI","MADHYA PRADESH","MADHYA PRADESH"
"BUDHLADA","BUDHLADA","PUNJAB","PUNJAB"
"PUKHRAYAN","PUKHRAYAN","UTTAR PRADESH","UTTAR PRADESH"
"DALMIANAGAR","DALMIANAGAR","BIHAR","BIHAR"
"HANSI","HANSI","HARYANA","HARYANA"
"ANKLAV","ANKLAV","GUJARAT","GUJARAT"
"KANNAD","KANNAD","MAHARASHTRA","MAHARASHTRA"
"TAMENGLONG","TAMENGLONG","MANIPUR","MANIPUR"
"SANTRAMPUR","SANTRAMPUR","GUJARAT","GUJARAT"
"SHRIVARDHAN","SHRIVARDHAN","MAHARASHTRA","MAHARASHTRA"
"YAWAL","YAWAL","MAHARASHTRA","MAHARASHTRA"
"BALANDA","BALANDA","ODISHA","ODISHA"
"BARIPADA","BARIPADA","ODISHA","ODISHA"
"BARSUAN","BARSUAN","ODISHA","ODISHA"
"BOLAGARH","BOLAGARH","ODISHA","ODISHA"
"HANDAPA","HANDAPA","ODISHA","ODISHA"
"KANTIGARIA","KANTIGARIA","ODISHA","ODISHA"
"KENDRIPARH","KENDRIPARH","ODISHA","ODISHA"
"NOWRANGPUR","NOWRANGPUR","ODISHA","ODISHA"
"PATTAMUNDAI","PATTAMUNDAI","ODISHA","ODISHA"
"PHULBANI","PHULBANI","ODISHA","ODISHA"
"RAIRANGPUR","RAIRANGPUR","ODISHA","ODISHA"
"ROURKELA","ROURKELA","ODISHA","ODISHA"
"SAMBALPUR","SAMBALPUR","ODISHA","ODISHA"
"TATO","TATO","ODISHA","ODISHA"
"TIRTOL","TIRTOL","ODISHA","ODISHA"
"ADAMPUR","ADAMPUR","PUNJAB","PUNJAB"
"GOBINDGARH","GOBINDGARH","PUNJAB","PUNJAB"
"MALOUT","MALOUT","PUNJAB","PUNJAB"
"QADIAN","QADIAN","PUNJAB","PUNJAB"
"SUNAM","SUNAM","PUNJAB","PUNJAB"
"ANUPGARH","ANUPGARH","RAJASTHAN","RAJASTHAN"
"RAIGARH","RAIGARH","CHHATTISGARH","CHHATTISGARH"
"HANUMANGARH","HANUMANGARH","RAJASTHAN","RAJASTHAN"
"LALITPUR","LALITPUR","UTTAR PRADESH","UTTAR PRADESH"
"MHOW","MHOW","MADHYA PRADESH","MADHYA PRADESH"
"MYLAVARAM","MYLAVARAM","ANDHRA PRADESH","ANDHRA PRADESH"
"PONANI","PONANI","KERALA","KERALA"
"WADI","WADI","KARNATAKA","KARNATAKA"
"NANJANGUD","NANJANGUD","KARNATAKA","KARNATAKA"
"CHOPDA","CHOPDA","MAHARASHTRA","MAHARASHTRA"
"MEDINIPUR","MEDINIPUR","WEST BENGAL","WEST BENGAL"
"BANGARPET","BANGARPET","KARNATAKA","KARNATAKA"
"JALOR","JALOR","RAJASTHAN","RAJASTHAN"
"KORIYA","KORIYA","CHHATTISGARH","CHHATTISGARH"
"SAIHA","SAIHA","MIZORAM","MIZORAM"
"JEWAR","JEWAR","UTTAR PRADESH","UTTAR PRADESH"
"MAHISAGAR","MAHISAGAR","GUJARAT","GUJARAT"
"KURUNG  KUMEY","KURUNG  KUMEY","ARUNACHAL PRADESH","ARUNACHAL PRADESH"
"CHHOTA UDAIPUR","CHHOTA UDAIPUR","GUJARAT","GUJARAT"
"MRIYALGUDA","MRIYALGUDA","TELANGANA","TELANGANA"
"CHAMPHAI","CHAMPHAI","MIZORAM","MIZORAM"
"NADAUN","NADAUN","HIMACHAL PRADESH","HIMACHAL PRADESH"
"MAMIT","MAMIT","MIZORAM","MIZORAM"
"KIPHIRE","KIPHIRE","NAGALAND","NAGALAND"
"VUYYURU","VUYYURU","ANDHRA PRADESH","ANDHRA PRADESH"
"MADANPUR","MADANPUR","WEST BENGAL","WEST BENGAL"
"PUTTUR_AND","PUTTUR","ANDHRA PRADESH","ANDHRA PRADESH"
"WEST SIANG","WEST SIANG","ARUNACHAL PRADESH","ARUNACHAL PRADESH"
"UDAIPURWATI","UDAIPURWATI","RAJASTHAN","RAJASTHAN"
"NIMBAHERA","NIMBAHERA","RAJASTHAN","RAJASTHAN"
"AIZWAL","AIZWAL","MIZORAM","MIZORAM"
"BAKSA","BAKSA","ASSAM","ASSAM"
"KOTTURU","KOTTURU","KARNATAKA","KARNATAKA"
"ARAVALLI","ARAVALLI","GUJARAT","GUJARAT"
"PEREN","PEREN","NAGALAND","NAGALAND"
"HOJAI","HOJAI","ASSAM","ASSAM"
"KURNOOL","KURNOOL","ANDHRA PRADESH","ANDHRA PRADESH"
"JAMNER","JAMNER","MAHARASHTRA","MAHARASHTRA"
"PURBA MEDINIPUR","PURBA MEDINIPUR","WEST BENGAL","WEST BENGAL"
"LONGLENG","LONGLENG","NAGALAND","NAGALAND"
"KARIMPUR","KARIMPUR","WEST BENGAL","WEST BENGAL"
"TIRUPPUR","TIRUPPUR","TAMILNADU","TAMILNADU"
"LONI","LONI","UTTAR PRADESH","UTTAR PRADESH"
"VILATHIKULAM","VILATHIKULAM","TAMILNADU","TAMILNADU"
"KOTHI","KOTHI","MADHYA PRADESH","MADHYA PRADESH"
"LIMBDI","LIMBDI","GUJARAT","GUJARAT"
"KANAKAPURA","KANAKAPURA","KARNATAKA","KARNATAKA"
"SERCHHIP","SERCHHIP","MIZORAM","MIZORAM"
"SORO","SORO","ODISHA","ODISHA"
"GOMIA","GOMIA","JHARKHAND","JHARKHAND"
"MUNGELI","MUNGELI","CHHATTISGARH","CHHATTISGARH"
"PAMPORE","PAMPORE","JAMMU AND KASHMIR","JAMMU AND KASHMIR"
"WADHWAN","WADHWAN","GUJARAT","GUJARAT"
"PHEK","PHEK","NAGALAND","NAGALAND"
"TAMLUK","TAMLUK","WEST BENGAL","WEST BENGAL"
"BIJAPUR_CHA","BIJAPUR","CHANDIGARH","CHANDIGARH"
"PURNEA_BIH","PURNEA","BIHAR","BIHAR"
"ARERAJ","ARERAJ","BIHAR","BIHAR"
"BASIPITHA","BASIPITHA","ODISHA","ODISHA"
"DHANAURA","DHANAURA","UTTAR PRADESH","UTTAR PRADESH"
"WADI_MAH","WADI","MAHARASHTRA","MAHARASHTRA"
"JEYPUR","JEYPUR","ODISHA","ODISHA"
"NASHIK","NASHIK","MAHARASHTRA","MAHARASHTRA"
"SAHIBZADA AJIT SINGH NAGAR","SAHIBZADA AJIT SINGH NAGAR","PUNJAB","PUNJAB"
"KONDAGAON","KONDAGAON","CHHATTISGARH","CHHATTISGARH"
"BUXER","BUXER","BIHAR","BIHAR"
"JOKA_WES","JOKA","WEST BENGAL","WEST BENGAL"
"SHEOGANJ","SHEOGANJ","RAJASTHAN","RAJASTHAN"
"KALMESHWAR","KALMESHWAR","MAHARASHTRA","MAHARASHTRA"
"AMET","AMET","RAJASTHAN","RAJASTHAN"
"SANKHEDA","SANKHEDA","GUJARAT","GUJARAT"
"ACHALPUR","ACHALPUR","MAHARASHTRA","MAHARASHTRA"
"LAWNGTLAI","LAWNGTLAI","MIZORAM","MIZORAM"
"BISSAM CUTTACK","BISSAM CUTTACK","ODISHA","ODISHA"
"BALRAMPUR_CHH","BALRAMPUR","CHHATTISGARH","CHHATTISGARH"
"DHROL","DHROL","GUJARAT","GUJARAT"
"CHAIBASA","CHAIBASA","JHARKHAND","JHARKHAND"
"KARJAT","KARJAT","MAHARASHTRA","MAHARASHTRA"
"HINGNA","HINGNA","MAHARASHTRA","MAHARASHTRA"
"KAKDWIP_WES","KAKDWIP","WEST BENGAL","WEST BENGAL"
"NAMSAI","NAMSAI","ARUNACHAL PRADESH","ARUNACHAL PRADESH"
"KULASEKARAM","KULASEKARAM","TAMILNADU","TAMILNADU"
"NORTH WEST DELHI","NORTH WEST DELHI","DELHI","DELHI"
"SINGARAYAKONDA_AND","SINGARAYAKONDA","ANDHRA PRADESH","ANDHRA PRADESH"
"MAWKYRWAT","MAWKYRWAT","MEGHALAYA","MEGHALAYA"
"PANDALAM","PANDALAM","KERALA","KERALA"
"KONNAGAR","KONNAGAR","WEST BENGAL","WEST BENGAL"
"ZIRAKPUR","ZIRAKPUR","PUNJAB","PUNJAB"
"KATWA","KATWA","WEST BENGAL","WEST BENGAL"
"MUNGAOLI","MUNGAOLI","ANDHRA PRADESH","ANDHRA PRADESH"
"BOLPUR_WES","BOLPUR","WEST BENGAL","WEST BENGAL"
"DHARMANAGAR","DHARMANAGAR","TRIPURA","TRIPURA"
"VASAD","VASAD","GUJARAT","GUJARAT"
"METTUR_TAM","METTUR","TAMILNADU","TAMILNADU"
"SAVARKUNDLA","SAVARKUNDLA","GUJARAT","GUJARAT"
"MAHUVA","MAHUVA","GUJARAT","GUJARAT"
"VYARA","VYARA","GUJARAT","GUJARAT"
"KOTHAMANGALAM_KER","KOTHAMANGALAM","KERALA","KERALA"
"HARIJ","HARIJ","GUJARAT","GUJARAT"
"SURENDRANAGAR","SURENDRANAGAR","GUJARAT","GUJARAT"
"KAPAYA","KAPAYA","GUJARAT","GUJARAT"
"ANAND","ANAND","GUJARAT","GUJARAT"
"KALOL","KALOL","GUJARAT","GUJARAT"
"BULSAR","BULSAR","GUJARAT","GUJARAT"
"SANDESAR","SANDESAR","GUJARAT","GUJARAT"
"KACHCHH_GUJ","KACHCHH","GUJARAT","GUJARAT"
"MUGALSARAI","MUGALSARAI","UTTAR PRADESH","UTTAR PRADESH"
"SANAWAD","SANAWAD","MADHYA PRADESH","MADHYA PRADESH"
"KADIRI","KADIRI","ANDHRA PRADESH","ANDHRA PRADESH"
"MEDCHAL","MEDCHAL","TELANGANA","TELANGANA"
"LALGUDI","LALGUDI","TAMILNADU","TAMILNADU"
"JUNNAR","JUNNAR","MAHARASHTRA","MAHARASHTRA"
"UDALGURI","UDALGURI","ASSAM","ASSAM"
"NEHTAUR","NEHTAUR","UTTAR PRADESH","UTTAR PRADESH"
"LAKSHADWEEP","LAKSHADWEEP","LAKSHADWEEP","LAKSHADWEEP"
"VIJAPUR","VIJAPUR","GUJARAT","GUJARAT"
"KHOWAI","KHOWAI","TRIPURA","TRIPURA"
"MARIGAON","MARIGAON","ASSAM","ASSAM"
"GUBBI","GUBBI","KARNATAKA","KARNATAKA"
"BILASPUR_HAR","BILASPUR","HARYANA","HARYANA"
"KALIMPONG","KALIMPONG","WEST BENGAL","WEST BENGAL"
"GANAPAVARAM","GANAPAVARAM","ANDHRA PRADESH","ANDHRA PRADESH"
"HAYATHNAGAR","HAYATHNAGAR","ANDHRA PRADESH","ANDHRA PRADESH"
"KANEKAL","KANEKAL","ANDHRA PRADESH","ANDHRA PRADESH"
"MALLIAL","MALLIAL","ANDHRA PRADESH","ANDHRA PRADESH"
"MUNGANDA","MUNGANDA","ANDHRA PRADESH","ANDHRA PRADESH"
"PERAVALI","PERAVALI","ANDHRA PRADESH","ANDHRA PRADESH"
"RAYADURG","RAYADURG","ANDHRA PRADESH","ANDHRA PRADESH"
"SULLURUPET","SULLURUPET","ANDHRA PRADESH","ANDHRA PRADESH"
"TENALI","TENALI","ANDHRA PRADESH","ANDHRA PRADESH"
"YEDITHA","YEDITHA","ANDHRA PRADESH","ANDHRA PRADESH"
"BORHAT","BORHAT","ASSAM","ASSAM"
"CHIRANG","CHIRANG","ASSAM","ASSAM"
"GAUHATI","GAUHATI","ASSAM","ASSAM"
"KARBI ANGLONG","KARBI ANGLONG","ASSAM","ASSAM"
"CHAMPARAN","CHAMPARAN","BIHAR","BIHAR"
"GOPALGANJ","GOPALGANJ","BIHAR","BIHAR"
"MUZAFFARPUR","MUZAFFARPUR","BIHAR","BIHAR"
"SARAI","SARAI","BIHAR","BIHAR"
"BACHELI","BACHELI","CHHATTISGARH","CHHATTISGARH"
"CANACONA","CANACONA","GOA","GOA"
"MAJORDA","MAJORDA","GOA","GOA"
"DHARUHERA","DHARUHERA","HARYANA","HARYANA"
"NARWANA","NARWANA","HARYANA","HARYANA"
"SONEPAT","SONEPAT","HARYANA","HARYANA"
"KANDRORI","KANDRORI","HIMACHAL PRADESH","HIMACHAL PRADESH"
"KASAULI","KASAULI","HIMACHAL PRADESH","HIMACHAL PRADESH"
"KUNIHAR","KUNIHAR","HIMACHAL PRADESH","HIMACHAL PRADESH"
"RAJA KA TALAB","RAJA KA TALAB","HIMACHAL PRADESH","HIMACHAL PRADESH"
"RAJBAN","RAJBAN","HIMACHAL PRADESH","HIMACHAL PRADESH"
"AWANTIPUR","AWANTIPUR","JAMMU AND KASHMIR","JAMMU AND KASHMIR"
"MUZAFFARABAD","MUZAFFARABAD","JAMMU AND KASHMIR","JAMMU AND KASHMIR"
"BHAWANATHPUR TOWNSHIP","BHAWANATHPUR TOWNSHIP","JHARKHAND","JHARKHAND"
"JARIDIH BAZAR","JARIDIH BAZAR","JHARKHAND","JHARKHAND"
"ANKOLA","ANKOLA","KARNATAKA","KARNATAKA"
"BANKAPUR","BANKAPUR","KARNATAKA","KARNATAKA"
"BELLARY","BELLARY","KARNATAKA","KARNATAKA"
"BELVAI","BELVAI","KARNATAKA","KARNATAKA"
"DODDATHOTA","DODDATHOTA","KARNATAKA","KARNATAKA"
"HARIHAR","HARIHAR","KARNATAKA","KARNATAKA"
"HUBLI","HUBLI","KARNATAKA","KARNATAKA"
"KURNI","KURNI","KARNATAKA","KARNATAKA"
"LOKAPUR","LOKAPUR","KARNATAKA","KARNATAKA"
"MIYAR","MIYAR","KARNATAKA","KARNATAKA"
"MURDESHWAR","MURDESHWAR","KARNATAKA","KARNATAKA"
"MYSORE","MYSORE","KARNATAKA","KARNATAKA"
"SIDDAKATTE","SIDDAKATTE","KARNATAKA","KARNATAKA"
"DHAKOLI","DHAKOLI","PUNJAB","PUNJAB"
"SOUTHWEST DELHI","SOUTHWEST DELHI","DELHI","DELHI"
"BIJAPUR_CHH","BIJAPUR","CHHATTISGARH","CHHATTISGARH"
"UTTARA KANNADA","UTTARA KANNADA","KARNATAKA","KARNATAKA"
"RAIGARH_MAH","RAIGARH","MAHARASHTRA","MAHARASHTRA"
"SOUTH GOA","SOUTH GOA","GOA","GOA"
"PRAYAGRAJ","PRAYAGRAJ","UTTAR PRADESH","UTTAR PRADESH"
"BAGASARA","BAGASARA","GUJARAT","GUJARAT"
"SOUTH KANARA","SOUTH KANARA","KARNATAKA","KARNATAKA"
"SULLIA","SULLIA","KARNATAKA","KARNATAKA"
"THUMBE","THUMBE","KARNATAKA","KARNATAKA"
"ANAKKARA","ANAKKARA","KERALA","KERALA"
"CHALAKUDY","CHALAKUDY","KERALA","KERALA"
"IRIMBILIYAM","IRIMBILIYAM","KERALA","KERALA"
"KASARGOD","KASARGOD","KERALA","KERALA"
"PALGHAT","PALGHAT","KERALA","KERALA"
"SULTANS BATTERY","SULTANS BATTERY","KERALA","KERALA"
"VARKALA","VARKALA","KERALA","KERALA"
"CHHINRAWARA","CHHINRAWARA","MADHYA PRADESH","MADHYA PRADESH"
"GUNA","GUNA","MADHYA PRADESH","MADHYA PRADESH"
"KATNI","KATNI","MADHYA PRADESH","MADHYA PRADESH"
"KOTMA","KOTMA","MADHYA PRADESH","MADHYA PRADESH"
"MANASA","MANASA","MADHYA PRADESH","MADHYA PRADESH"
"PARASIA","PARASIA","MADHYA PRADESH","MADHYA PRADESH"
"SENDHWA","SENDHWA","MADHYA PRADESH","MADHYA PRADESH"
"WARASEONI","WARASEONI","MADHYA PRADESH","MADHYA PRADESH"
"BHANDARA","BHANDARA","MAHARASHTRA","MAHARASHTRA"
"BHIWAPUR","BHIWAPUR","MAHARASHTRA","MAHARASHTRA"
"BHUSAWAL","BHUSAWAL","MAHARASHTRA","MAHARASHTRA"
"BOMBAY","BOMBAY","MAHARASHTRA","MAHARASHTRA"
"CHAUL","CHAUL","MAHARASHTRA","MAHARASHTRA"
"HINJAWADI","HINJAWADI","MAHARASHTRA","MAHARASHTRA"
"SHAHAPUR","SHAHAPUR","MAHARASHTRA","MAHARASHTRA"
"SINDHUDURG","SINDHUDURG","MAHARASHTRA","MAHARASHTRA"
"MOREH","MOREH","MANIPUR","MANIPUR"
"BAGDIA","BAGDIA","ODISHA","ODISHA"
"BASANTIA","BASANTIA","ODISHA","ODISHA"
"BINKA","BINKA","ODISHA","ODISHA"
"CHANDPUR","CHANDPUR","ODISHA","ODISHA"
"CHATRAPUR","CHATRAPUR","ODISHA","ODISHA"
"GHANTESWAR","GHANTESWAR","ODISHA","ODISHA"
"JAGATSINGHPUR","JAGATSINGHPUR","ODISHA","ODISHA"
"KABIRPUR","KABIRPUR","ODISHA","ODISHA"
"KALIAPANI","KALIAPANI","ODISHA","ODISHA"
"KHORDA","KHORDA","ODISHA","ODISHA"
"MANDOSIL","MANDOSIL","ODISHA","ODISHA"
"SAMAL BARRAGE","SAMAL BARRAGE","ODISHA","ODISHA"
"UKHUNDA","UKHUNDA","ODISHA","ODISHA"
"SASNI","SASNI","UTTAR PRADESH","UTTAR PRADESH"
"ALMORA","ALMORA","UTTARAKHAND","UTTARAKHAND"
"DHUMAKOT","DHUMAKOT","UTTARAKHAND","UTTARAKHAND"
"KATHGODAM","KATHGODAM","UTTARAKHAND","UTTARAKHAND"
"U S NAGAR_UTT","U S NAGAR","UTTARAKHAND","UTTARAKHAND"
"BARJORA","BARJORA","WEST BENGAL","WEST BENGAL"
"BEGAMPUR","BEGAMPUR","WEST BENGAL","WEST BENGAL"
"BERHAMPORE","BERHAMPORE","WEST BENGAL","WEST BENGAL"
"BURMAIK","BURMAIK","WEST BENGAL","WEST BENGAL"
"DAULATPUR","DAULATPUR","WEST BENGAL","WEST BENGAL"
"DINAJPUR","DINAJPUR","WEST BENGAL","WEST BENGAL"
"EAST MEDINIPUR","EAST MEDINIPUR","WEST BENGAL","WEST BENGAL"
"FALAKATA","FALAKATA","WEST BENGAL","WEST BENGAL"
"GONDALPARA","GONDALPARA","WEST BENGAL","WEST BENGAL"
"KURSEONG","KURSEONG","WEST BENGAL","WEST BENGAL"
"NAIHATI","NALHATI","WEST BENGAL","WEST BENGAL"
"SATMILE","SATMILE","WEST BENGAL","WEST BENGAL"
"CHIRKUNDA","CHIRKUNDA","JHARKHAND","JHARKHAND"
"ARMY POST OFFICE","ARMY POST OFFICE","APO","APO"
"SURAT","SURAT","GUJARAT","GUJARAT"
"GIDDARBAHA","GIDDARBAHA","PUNJAB","PUNJAB"
"PATHANKOT","PATHANKOT","PUNJAB","PUNJAB"
"CHITORGARH","CHITORGARH","RAJASTHAN","RAJASTHAN"
"GARHI","GARHI","RAJASTHAN","RAJASTHAN"
"GHATOL","GHATOL","RAJASTHAN","RAJASTHAN"
"MANIA","MANIA","RAJASTHAN","RAJASTHAN"
"TONK","TONK","RAJASTHAN","RAJASTHAN"
"ARUPPUKOTTAI","ARUPPUKOTTAI","TAMILNADU","TAMILNADU"
"AVINASHI","AVINASHI","TAMILNADU","TAMILNADU"
"AYAKUDI","AYAKUDI","TAMILNADU","TAMILNADU"
"CHOOLAIMEDU","CHOOLAIMEDU","TAMILNADU","TAMILNADU"
"DEVAKOTTAI","DEVAKOTTAI","TAMILNADU","TAMILNADU"
"KANNAMANGALAM","KANNAMANGALAM","TAMILNADU","TAMILNADU"
"KAVERIPATTINAM","KAVERIPATTINAM","TAMILNADU","TAMILNADU"
